#separator:tab
#html:true
#guid column:1
#notetype column:2
#deck column:3
#tags column:6
t`BCRxod}*	1706371006450	GZC III - Compleet	Wat is het immunofenotype van CLL?	"CD5+, CD19+, CD23+, met zwakke expressie van CD20 en zwak monoklonaal oppervlakte-immunoglobuline (lichte-ketenrestrictie)<br><br><span style=""background:#fff3c4;color:#5a4300;padding:2px 6px;border-radius:6px"">💡 CD5 + CD23 = CLL. CD5 zonder CD23 (maar mét cycline D1) = mantelcel.</span>"	GZC3::A::T2-maligne-hematologie GZC3::casus::2.3 GZC3::zelfstudie::Z03 check::behouden prio::tentamen vorm::ezelsbrug
I?%D6VBvi>	1706371006450	GZC III - Compleet	Wat is oncologische revalidatie?	"Zorg gericht op het herstellen of behouden van functioneren en participatie bij mensen met of na kanker. Multidisciplinair, met aandacht voor fysieke conditie, vermoeidheid en cognitie, arbeid, en verwerking en acceptatie — tijdens én na de behandeling, en ook in de palliatieve fase<br><br><span style=""background:#fff3c4;color:#5a4300;padding:2px 6px;border-radius:6px"">💡 Revalidatie kijkt naar functioneren, niet naar de tumor: denk in ICF (functies → activiteiten → participatie).</span>"	GZC3::B::B2-revalidatie GZC3::doelstelling check::behouden vorm::ezelsbrug
d}A5$oN[oT	1706371006450	GZC III - Compleet	Wat zijn de zeven kenmerken van een existentiële crisis?	"1. Eindigheid presenteert zich aan je<br>2. De toekomst valt weg<br>3. Alles waar je mee bezig was verliest zijn zin<br>4. Overspoeld worden door angst en wanhoop<br>5. Gevoelens van eenzaamheid<br>6. Gevoelens van onmacht<br>7. Verwarring over de eigen identiteit<br><br><span style=""background:#fff3c4;color:#5a4300;padding:2px 6px;border-radius:6px"">💡 Denk EINDIG: Eindigheid, geen toekomst, zinverlies, angst/wanhoop, eenzaamheid, onmacht, identiteitsverwarring.</span>"	GZC3::B::B2-revalidatie GZC3::zelfstudie::Z23 check::behouden prio::tentamen vorm::ezelsbrug
z~i(<1@|AB	1706371006450	GZC III - Compleet	Hoe ziet de WHO-pijnladder er volledig uit?	"Stap 1: paracetamol en/of NSAID<br>Stap 2: stap 1 plus een zwak opioïd zoals tramadol — bij kanker meestal overgeslagen<br>Stap 3: stap 1 plus een sterk opioïd zoals morfine<br>Stap 4: parenterale opioïden<br>Je gaat pas een stap omhoog als de vorige in adequate dosering onvoldoende werkt — bij paracetamol dus 4 maal 1000 mg per dag<br><br><span style=""background:#fff3c4;color:#5a4300;padding:2px 6px;border-radius:6px"">💡 „By mouth, by the clock, by the ladder, for the individual.”</span>"	GZC3::B::B3-pijn-palliatief GZC3::doelstelling check::behouden prio::tentamen vorm::ezelsbrug
FI*@{X>09k	1706371006450	GZC III - Compleet	Wat zijn de bijwerkingen van opioïden en hoe bestrijd je ze?	"Obstipatie: blijft bestaan, geen tolerantie — altijd profylactisch een laxans, zo nodig methylnaltrexon of naloxegol<br>Misselijkheid: metoclopramide of haloperidol, verdwijnt meestal binnen enkele dagen<br>Sufheid: verdwijnt meestal, anders dosis verlagen of roteren<br>Verder jeuk, urineretentie, myoclonieën en delier (opioïdrotatie), en zeldzaam ademdepressie bij zorgvuldige titratie<br><br><span style=""background:#fff3c4;color:#5a4300;padding:2px 6px;border-radius:6px"">💡 Opioïden: tolerantie voor misselijkheid en sufheid, NOOIT voor obstipatie → altijd een laxans.</span>"	GZC3::B::B3-pijn-palliatief GZC3::casus::8.1 GZC3::zelfstudie::Z25 check::behouden prio::tentamen vorm::ezelsbrug
l^hJO<+Jil	1706371006450	GZC III - Compleet	Wat is de pathofysiologie van anemie bij chronische ziekte?	"Inflammatoire cytokinen (vooral IL-6) verhogen hepcidine. Hepcidine blokkeert ferroportine: ijzer raakt opgesloten in macrofagen en de darmopname daalt — genoeg ijzer, maar niet beschikbaar. Daarnaast verminderde EPO-respons en kortere erytrocytenlevensduur.<br>Lab: ferritine normaal tot hoog, transferrine/TIBC laag, saturatie laag.<br>Let op: transferrine is een <b>negatief</b> acutefase-eiwit (daalt bij ontsteking), ferritine een positief.<br><br><span style=""background:#fff3c4;color:#5a4300;padding:2px 6px;border-radius:6px"">💡 Ferritine = brandweer bij ontsteking (↑); transferrine gaat met vakantie (↓).</span>"	GZC3::A::T1-benigne-hematologie GZC3::doelstelling check::aangepast prio::tentamen check::lang vorm::ezelsbrug
mGTW)W?uOR	1706371006450	GZC III - Compleet	Folliculair lymfoom — presentatie en oorzaak?	"Langzaam groeiende, pijnloze lymfadenopathie, vaak zonder klachten en daardoor meestal pas in stadium III-IV ontdekt. Ontstaat uit centrocyten en centroblasten van het kiemcentrum door t(14;18), waardoor het anti-apoptose-eiwit BCL2 continu tot expressie komt<br><br><span style=""background:#fff3c4;color:#5a4300;padding:2px 6px;border-radius:6px"">💡 Folliculair = 14;18 → BCL2 houdt de cel in leven (anti-apoptose).</span>"	GZC3::ASPECT::oorzaak GZC3::ZIEKTE::folliculair-lymfoom GZC3::ziektebeelden check::behouden prio::tentamen vorm::ezelsbrug
gzc3x-df4049456ede	1706371006450	GZC III - Compleet	"<div style=""font-size:0.8em;color:#6b7686"">🕵️ Wie ben ik?</div>Man, 65 jaar, moe en kortademig bij traplopen. Hb 4,6 mmol/l, MCV 68 fl, MCHC laag, reticulocyten laag, ferritine sterk verlaagd."	<b>IJzergebreksanemie</b><br>Microcytair + hypochroom + laag ferritine. Bij een man van 65: gastro-intestinaal bloedverlies (coloncarcinoom!) tot het tegendeel bewezen is → gastro- én coloscopie.	GZC3::A::T1-benigne-hematologie check::nieuw vorm::casus prio::tentamen
gzc3x-b2e68f3c4bb6	1706371006450	GZC III - Compleet	"<div style=""font-size:0.8em;color:#6b7686"">🕵️ Wie ben ik?</div>Vrouw, 58 jaar, met actieve reumatoïde artritis. Hb 6,8 mmol/l, MCV 84 fl, ferritine 450 µg/l, transferrine laag, transferrinesaturatie laag."	<b>Anemie bij chronische ziekte</b><br>Inflammatie (IL-6) → hepcidine ↑ → ijzer opgesloten in macrofagen. Ferritine (positief acutefase-eiwit) hoog, transferrine (negatief acutefase-eiwit) laag.	GZC3::A::T1-benigne-hematologie check::nieuw vorm::casus prio::tentamen
gzc3x-a8d290d944fb	1706371006450	GZC III - Compleet	"<div style=""font-size:0.8em;color:#6b7686"">🕵️ Wie ben ik?</div>Vrouw, 25 jaar, van Italiaanse afkomst, klachtenvrij. Hb 6,9 mmol/l, MCV 62 fl, erytrocyten 6,1 × 10¹²/l, ferritine normaal, HbA2 4,2%."	<b>Bèta-thalassemie minor</b><br>Sterk verlaagd MCV bij een hóóg erytrocytenaantal en normaal ferritine; HbA2 &gt;3% bevestigt. Geen ijzer geven!	GZC3::A::T1-benigne-hematologie check::nieuw vorm::casus prio::tentamen
gzc3x-ff12ba9e7eb0	1706371006450	GZC III - Compleet	"<div style=""font-size:0.8em;color:#6b7686"">🕵️ Wie ben ik?</div>Vrouw, 62 jaar, met vitiligo, tintelende voeten en een gladde rode tong. Hb 5,9 mmol/l, MCV 118 fl, hypergesegmenteerde neutrofielen, antistoffen tegen intrinsic factor."	<b>Pernicieuze anemie (vitamine B12-deficiëntie)</b><br>Auto-immuun atrofische gastritis → geen intrinsic factor → geen B12-opname in het ileum. Megaloblastair + neurologie. Levenslang hydroxocobalamine; nooit alleen foliumzuur geven.	GZC3::A::T1-benigne-hematologie check::nieuw vorm::casus prio::tentamen
gzc3x-7fe4bc3641cc	1706371006450	GZC III - Compleet	"<div style=""font-size:0.8em;color:#6b7686"">🕵️ Wie ben ik?</div>Jongen, 12 jaar, wisselende geelzucht, vergrote milt en galstenen. Reticulocyten verhoogd, MCHC verhoogd, sferocyten in de uitstrijk, DAT negatief. Vader heeft hetzelfde."	<b>Hereditaire sferocytose</b><br>Membraandefect → kogelcellen → extravasculaire hemolyse in de milt. Verhoogd MCHC is een zeldzaam en dus typisch kenmerk. Splenectomie helpt.	GZC3::A::T1-benigne-hematologie check::nieuw vorm::casus prio::tentamen
gzc3x-025d76af543e	1706371006450	GZC III - Compleet	"<div style=""font-size:0.8em;color:#6b7686"">🕵️ Wie ben ik?</div>Man, 30 jaar, mediterrane afkomst, krijgt een dag na een maaltijd met tuinbonen donkere urine en geelzucht. Uitstrijk: bite cells en Heinz-lichaampjes."	<b>G6PD-deficiëntie</b><br>Te weinig gereduceerd glutathion → oxidatieve stress (tuinbonen, sulfonamiden, primaquine, infectie) → intravasculaire hemolyse.	GZC3::A::T1-benigne-hematologie check::nieuw vorm::casus prio::tentamen
gzc3x-80ea25713669	1706371006450	GZC III - Compleet	"<div style=""font-size:0.8em;color:#6b7686"">🕵️ Wie ben ik?</div>Vrouw, 70 jaar, bekend met CLL, snel toenemend moe. Hb 5,5 mmol/l, reticulocyten hoog, LDH hoog, haptoglobine onmeetbaar, directe antiglobulinetest (Coombs) positief."	<b>Auto-immuun hemolytische anemie (warm type)</b><br>Hemolyseparameters + positieve DAT. CLL is een klassieke onderliggende oorzaak. Behandeling: prednison.	GZC3::A::T1-benigne-hematologie check::nieuw vorm::casus prio::tentamen
gzc3x-d0d549cfa915	1706371006450	GZC III - Compleet	"<div style=""font-size:0.8em;color:#6b7686"">🕵️ Wie ben ik?</div>Man, 22 jaar, moe, bloedend tandvlees en infecties. Pancytopenie met laag reticulocytengetal. Beenmergbiopt: leeg en vervet, geen infiltratie of fibrose."	<b>Aplastische anemie</b><br>Hypocellulair merg zonder infiltratie. Meestal auto-immuun. Behandeling: ATG + ciclosporine of allogene stamceltransplantatie.	GZC3::A::T1-benigne-hematologie check::nieuw vorm::casus prio::tentamen
gzc3x-dc2ac9656a2a	1706371006450	GZC III - Compleet	"<div style=""font-size:0.8em;color:#6b7686"">🕵️ Wie ben ik?</div>Man, 50 jaar, moe, pijnlijke handgewrichten en verhoogde leverenzymen. Transferrinesaturatie 78%, ferritine 1500 µg/l."	<b>Hereditaire hemochromatose (HFE C282Y)</b><br>Trias van Brissot: moeheid, gewrichtsklachten, verhoogde leverenzymen. Te weinig hepcidine → ongeremde ijzeropname. Behandeling: aderlaten.	GZC3::A::T1-benigne-hematologie check::nieuw vorm::casus prio::tentamen
gzc3x-057adda2fe5e	1706371006450	GZC III - Compleet	"<div style=""font-size:0.8em;color:#6b7686"">🕵️ Wie ben ik?</div>Jongen, 8 jaar, Surinaamse afkomst, heeft bij koorts hevige pijn in armen en benen. Hb 5,5 mmol/l, MCV normaal, reticulocyten hoog, afwijkende band op Hb-elektroforese."	<b>Sikkelcelziekte</b><br>Kwalitatieve hemoglobinopathie (HbS): hemolyse + vaso-occlusieve pijncrise. MCV normaal, in tegenstelling tot thalassemie.	GZC3::A::T1-benigne-hematologie check::nieuw vorm::casus prio::tentamen
gzc3x-a29a18c49085	1706371006450	GZC III - Compleet	"<div style=""font-size:0.8em;color:#6b7686"">🕵️ Wie ben ik?</div>Man, 83 jaar, moe. Hb 6,2 mmol/l, MCV 112 fl, weinig reticulocyten, vitamine B12 en foliumzuur normaal. Uitstrijk: pseudo-Pelger-cellen."	<b>Myelodysplastisch syndroom (MDS)</b><br>Macrocytaire anemie bij een oudere met normale vitamines en dysplasie. Hypercellulair merg met ineffectieve hematopoëse; risico op AML.	GZC3::A::T1-benigne-hematologie check::nieuw vorm::casus prio::tentamen
gzc3x-4759fdbab5c1	1706371006450	GZC III - Compleet	"<div style=""font-size:0.8em;color:#6b7686"">🕵️ Wie ben ik?</div>Man, 24 jaar, van jongs af aan neusbloedingen en snel blauwe plekken. Na een kiesextractie direct 40 minuten nabloeden. Moeder had een nabloeding na de bevalling. Plaatjes, PT en aPTT normaal."	<b>Ziekte van Von Willebrand</b><br>Primaire hemostase (slijmvliezen, direct nabloeden), beide geslachten, autosomaal dominant. Normale PT/aPTT sluiten VWD niet uit → VWF-antigeen en -activiteit.	GZC3::A::T1-benigne-hematologie check::nieuw vorm::casus prio::tentamen
gzc3x-eeff1b0b0791	1706371006450	GZC III - Compleet	"<div style=""font-size:0.8em;color:#6b7686"">🕵️ Wie ben ik?</div>Jongen, 3 jaar, krijgt na een val een dikke, warme knie en later een grote spierbloeding in de kuit. aPTT verlengd, PT normaal, factor VIII &lt;1%."	<b>Ernstige hemofilie A</b><br>Secundaire hemostase (gewrichten, spieren, uitgesteld nabloeden), X-gebonden, alleen jongens. Profylactisch factor VIII of emicizumab.	GZC3::A::T1-benigne-hematologie check::nieuw vorm::casus prio::tentamen
gzc3x-f7da1ebd6a61	1706371006450	GZC III - Compleet	"<div style=""font-size:0.8em;color:#6b7686"">🕵️ Wie ben ik?</div>Vrouw, 30 jaar, sinds een week petechiën op de benen en bloedend tandvlees. Trombocyten 8 × 10⁹/l, overig bloedbeeld en stolling normaal, geen splenomegalie."	<b>Immuun-trombocytopenie (ITP)</b><br>Geïsoleerde trombocytopenie bij een verder gezonde patiënt: diagnose per exclusionem. Behandelen bij bloeding of zeer laag getal (prednison, IVIG).	GZC3::A::T1-benigne-hematologie check::nieuw vorm::casus prio::tentamen
gzc3x-d6d9053bc8db	1706371006450	GZC III - Compleet	"<div style=""font-size:0.8em;color:#6b7686"">🕵️ Wie ben ik?</div>Vrouw, 35 jaar, verward en koortsig. Trombocyten 12 × 10⁹/l, Hb laag met fragmentocyten, LDH sterk verhoogd, creatinine verhoogd. ADAMTS13-activiteit &lt;5%."	<b>Trombotische trombocytopenische purpura (TTP)</b><br>Trombopenie + micro-angiopathische hemolyse + orgaanischemie door ongeknipte VWF-multimeren. Spoed: plasmaferese.	GZC3::A::T1-benigne-hematologie check::nieuw vorm::casus prio::tentamen
gzc3x-2b461385f8ef	1706371006450	GZC III - Compleet	"<div style=""font-size:0.8em;color:#6b7686"">🕵️ Wie ben ik?</div>Man, 40 jaar, bloedt uit infuusplekken en tandvlees. Trombocyten laag, PT en aPTT verlengd, fibrinogeen laag, D-dimeer sterk verhoogd. Beenmerg: promyelocyten vol Auerse staven."	<b>Acute promyelocytenleukemie met DIS</b><br>APL t(15;17) veroorzaakt DIS: verbruik van stollingsfactoren en plaatjes. Direct ATRA starten — nu de best behandelbare AML.	GZC3::A::T1-benigne-hematologie check::nieuw vorm::casus prio::tentamen
gzc3x-df41010fd95c	1706371006450	GZC III - Compleet	"<div style=""font-size:0.8em;color:#6b7686"">🕵️ Wie ben ik?</div>Man, 50 jaar, moe en een vol gevoel in de buik. Milt 10 cm onder de ribbenboog. Leukocyten 180 × 10⁹/l met alle granulocytaire rijpingsstadia en veel basofielen."	<b>Chronische myeloïde leukemie (CML)</b><br>Proliferatie mét uitrijping + basofilie + forse splenomegalie. BCR-ABL1 door t(9;22). Behandeling: TKI (imatinib).	GZC3::A::T2-maligne-hematologie check::nieuw vorm::casus prio::tentamen
